;name;phones;mails;address;company;people;inn
8139;ok.ru/udachniymaster;;;;;;
8140;lomoland.ru;88126497557;;;;;
8141;annino-peski.ru;88126497557;;;;;
8142;dsk.ykt.ru/object/20;89141017942;;;;;
8143;arenda.unona.market/?cm_id=%7Bcampaign_id%7D_%7Bgbid%7D_%7Bbanner_id%7D_%7Bphrase_id%7D_%7Bretargeting_id%7D_%7Bsource%7D_%7Bsource_type%7D_%7Bcampaign_type%7D_%7Baddphrases%7D_%7Bdevice_type%7D_%7Bposition_type%7D_%7Bregion_id%7D;;;;;;
8144;ng-1.ru/search;84957411114;arenda@ng-1.ru;;;;
8145;vk.com/m2.market;88126057777;;;;;
8146;zalivdom.ru;89147033001,80000000000;info@eskadra-e.ru;Владивосток, ул. Комсомольская;;;2540256829
8147;domda.ru;;;;;;
8148;t.me/domda_ru;;;;;;
8149;vk.com/domda_auction;84951271093;;;;;
8150;kadastrplus74.ru;89227351313;office@kadastrplus74.ru;Челябинск, ул. Сони	Челябинск, ул. Тернопольская;КадастрПлюс;;
8151;t.me/kadastrplus;;;;;;
8152;viber.click/89227351313;;;;;;
8153;wa.me/89227351313;89227351313;;;;;
8154;vk.com/jilfond.novokuznetsk;;;;;;
8155;ok.ru/group/58481226481771;;;;;;
8156;vk.com/komfortvologda;89643042410;;;;;
8157;wa.me/79002533330;89002533330;;;;;
8158;vk.com/servisuslug123;89002533330,89889532233;;;;;
8159;youtube.com/channel/ucxacrtbyblf-nl8j2nnun-a;;;;;;
8160;aovm.ru/botanicheskij-pereulok;84955518328;;Москва, улица Маши	Москва, улица Щепкина	Москва, улица Гиляровского;;;
8161;viber.click/79295622715;;;;;;
8162;wa.me/74951470536;84951470536;;;;;
8163;realtcrimea.ru;80375008000,87502150024,81083510000,80281050633,80000000026,89781110149;info@realtcrimea.ru;Симферополь, ул Чобан-Тёпе	Симферополь, ул Ковыльная	Симферополь, ул Батурина	Белоглинка, ул Салгирная	Кольчугино, ул Новосадовая	Симферополь, ул Беспалова	Симферополь, ул Льдозаводская	Сад, ул Цветочная	Севастополь, ул Астана	Южное, ул Ветан	Симферополь, ул Петропавловская	Мирное, ул Крымской	Симферополь, ул Турецкая;РиэлтКрым;;9102058119
8164;youtube.com/channel/ucbgvix03uzn2zhvsjzrjksg;;;;;;
8165;vk.com/realtycrimea.agency;89788144196,89781110149;;Симферополь, ул Батурина	Сад, ул Цветочнаяrealtcrimea	Сад, ул Цветочная	Мирное, ул Крымской;;;2200927592
8166;viber.click/79781110149;;;;;;
8167;wa.me/79781110149;;;;;;
8168;t.me/dolgovproestate;;;;;;
8169;wa.me/89151123756;89151123756;;;;;
8170;ok.ru/group/58621824008194;;;;;;
8171;vk.com/homeway_realty;84994818888,89853644412,89250587603,89104265635;;;;;
8172;wa.me/79853644412;89853644412;;;;;
8173;vk.com/club349335;84951282907;;Москва, ул. Нижняя;;;
8174;viber.click/89152770689;;;;;;
8175;wa.me/89152770689;89152770689;;;;;
8176;ok.ru/group/58513882611757;;;;;;
8177;wa.me/79115522490;89115522490;;;;;
8178;youtube.com/channel/ucya1jvousvnz7zmxmxgrvkq;;;;;;
8179;viber.click/79115522490;;;;;;
8180;vk.com/muza_severodvinsk;89115650535,89115501164,89116589828,89115944434,89852656440;;;;;
8181;vk.com/an_muza;89212413354,89212459954,80008921241;;;;;
8182;t.me/rddmcapital;;;;;;
8183;ok.ru/group/62681700958240;;;;ВК;;
8184;vk.com/m_vip_ru;89659008811;;Красноярск, ул. ВоПоказать;;;
8185;vk.com/club197752254;;;;;;
8186;vk.com/vaydainfo;89789939383,88122091629;;;;;
8187;vk.com/club154722664;89128818042;;;;;
8188;vk.com/ustvazuza_ru;89651992552,89067439407,89520910280,89772992552;;;;;
8189;t.me/malikovasochi;;;;;;
8190;vk.com/csu.ivanovo;;csu@ho4udom.com;;;;
8191;vk.com/residence_scolkovo;;;;;;
8192;vk.com/terminal_h;89119272665;;;;;
8193;t.me/terminall_h;;;;;;
8194;aovm.ru/33-ya-nalogovaya;84955518328;;Москва, улица Габричевского	Москва, улица Свободы	Москва, улица Водников;;;
8195;youtube.com/c/andokiru;;;;;;
8196;youtube.com/andokiru;;;;;;
8197;ok.ru/group/54548389494897;;;;;;
8198;vk.com/andoki;89033232828;;Пенза, ул. Максима;;;
8199;aovm.ru/2-ya-ulica-lazenki;84955518328;;Москва, улица Шолохова	Москва, улица Авиаторов;;;
8200;youtube.com/channel/ucdxpksn3w14bl9pfqrmcgba;;;;;;
8201;aovm.ru/milyutinskij-pereulok;84955518328;;Москва, улица Петровка	Москва, улица Покровка;;;
8202;wa.me/79189765487;89189765487;;;;;
8203;aovm.ru/1-ya-ulica-shelepihi;84955518328;;Москва, улица Антонова-Овсеенко;;;
8204;vk.com/id337696358;84996780830;;;;;
8205;aovm.ru/5-j-donskoj-proezd;84955518328;;Москва, улица Карьер	Москва, улица Вавилова	Москва, улица Орджоникидзе;;;
8206;aovm.ru/lubyanskij-proezd;84955518328;;Москва, улица Петровка	Москва, улица Покровка	Москва, улица Большая	Москва, улица Кузнецкий;;;
8207;vk.com/ufasu10;;;;;;
8208;vk.com/ukitcom;;;;;;
8209;viber.click/79112791124;;;;;;
8210;wa.me/79112791124;89112791124;;;;;
8211;aovm.ru/ulica-voroncovskie-prudy;84955518328;;Москва, улица Обручева	Москва, улица Академика	Москва, улица Воронцовские	Москва, улица Новаторов	Москва, улица Удальцова;;;
8212;t.me/topzagorod;;;;;;
8213;vk.com/public211660292;84951561923,84950238922;;;;;
8214;t.me/if_online_pro;;;;;;
8215;wa.me/79811302787;89811302787;;;;;
8216;vk.com/id34391789;;;Екатеринбург, ул. Вайнера;;;
8217;viber.click/79632137317;;;;;;
8218;t.me/mister_grei;;;;;;
8219;viber.click/79297068686;;;;;;
8220;wa.me/79297068686;89297068686;;;;;
8221;aovm.ru/1-ya-liniya-horoshyovskogo-serebryanogo-bora;84955518328;;Москва, улица Маршала;;;
8222;vk.com/tyumen_etag1;89526744740;;;;;
8223;viber.click/79182997356;;;;;;
8224;wa.me/79182997356;89182997356;;;;;
8225;wa.me/79667705825;;;;;;
8226;viber.click/79961988424;;;;;;
8227;t.me/+79961988424;89961988424;;;;;
8228;wa.me/79961988424;89961988424;;;;;
8229;vk.com/russtroy_group;88005554211;;Балабаново, ул. Южная;РусСтройГруп;;
8230;wa.me/79264210635;89264210635;;;;;
8231;mobti.ru/filialy/kts-kotelniki;84985688888;mobti@mosreg.ru;;;;
8232;ok.ru/skat.development;;;;;;
8233;t.me/skatdevelopment;;;;;;
8234;youtube.com/skatdevelopment;;;;;;
8235;vk.com/skat.development;;;;;;
8236;aovm.ru/irkutskaya-ulica;84955518328;;Москва, улица Константина;;;
8237;wa.me/73517243424;83517243424;;;;;
8238;vk.com/aspektndv;;;;;;
8239;vk.com/tsn.ord8;89153077246,89260213221,89032718201,89101746615;;;;;
8240;aovm.ru/ulica-tyoplyj-stan;84955518328;;Москва, улица Академика	Москва, улица Генерала;;;
8241;vk.com/club117723931;;;;;;
8242;vk.com/baki_emkosti_samara;89171131848;;;;;
8243;vk.com/podolsk.rieltor;89268931338,89778773427,84999644757;;Климовск, ул.Серпуховская	Климовск, ул.Школьная;;;
8244;viber.click/79034546206;;;;;;
8245;t.me/oksanapozitiv;;;;;;
8246;wa.me/79034546206;89034546206;;;;;
8247;vk.com/oksana.emtseva;;pozitiv-da@mail.ru;;;;
8248;youtube.com/channel/uci19lvvarqiotddl8wqs__q;;;;;;
8249;salut-12.ru/objects/zhiloy_dom_po_ul_festivalnaya_pozitsiya_48_49;;;Йошкар-Ола, ул. Строителей;;;
8250;vk.com/coworkingworkki;84954459956;;;;;
8251;youtube.com/channel/ucoz5s6sxny9qplc4debon8a/videos;;;;;;
8252;wa.me/79255225977;89255225977;;;;;
8253;t.me/coworkingworkki;;;;;;
8254;aovm.ru/1-ya-ulica-lukino;84955518328;;Москва, улица Шолохова;;;
8255;aovm.ru/malyj-cherkasskij-pereulok;84955518328;;Москва, улица Петровка	Москва, улица Покровка	Москва, улица Большая	Москва, улица Кузнецкий;;;
8256;isk-soyuz-nsk.ru/zhk-galaktika;;;;;;
8257;wa.me/79255054333;;;;;;
8258;ok.ru/profile/562754987693;;;;;;
8259;aovm.ru/argunovskaya-ulica;84955518328;;Москва, улица Годовикова	Москва, улица Академика;;;
8260;t.me/apmyp;;;;;;
8261;viber.click/89000256767;;;;;;
8262;wa.me/89000256767;89000256767;;;;;
8263;vk.com/ural_bti;89000256767;;;;;
8264;aovm.ru/2-j-tulskij-pereulok;84955518328;;;;;
8265;youtube.com/channel/ucr46lqi8wsfvz-4ko7rmwgq;;;;;;
8266;vk.com/solnechniy_43;;;;;;
8267;youtube.com/channel/ucn7voyikvy2itgez3q2dgkw;;;;;;
8268;t.me/alfa_realtor;;;;;;
8269;wa.me/89956110876;89956110876;;;;;
8270;vk.com/an_panorama;89236444455;;;;;
8271;t.me/rubisness1;;;;;;
8272;aovm.ru/zatonnaya-ulica;84955518328;;Москва, улица Речников	Москва, улица Гурьянова;;;
8273;youtube.com/c/%D0%93%D1%80%D1%83%D0%BF%D0%BF%D0%B0%D0%9B%D0%A1%D0%A0%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0;;;;;;
8274;vk.com/mosgorbti;84956290280;;;;;
8275;vk.com/bauerbuildings;89039348978;;;;;
8276;youtube.com/channel/ucljrkx5yq-qz5h7q7ootfta;;;;;;
8277;youtube.com/channel/ucsobczxzrehvk-1ukgla-oq;;;;;;
8278;t.me/krimnedvigimost;;;;;;
8279;viber.click/79786920164;;;;;;
8280;vk.com/ark_crimea;89786920164;;;;;
8281;wa.me/79786920164;89786920164;;;;;
8282;vk.com/crualtera;89292986887,89292983889;;;;;
8283;wa.me/79292415341;89292415341;;;;;
8284;wa.me/79787000714;89787000714;;;;;
8285;vk.com/liderinform;89787000573,89787000936;informlider@yandex.ru;Евпатория, ул. Дмитрия	Севастополь, ул. Одесская	Ялта, ул. Московская;;;
8286;t.me/goodkvartira;;;;;;
8287;vk.com/goodkvartira;88622393938,89882393938;info@goodkvartira.ru;;;;
8288;wa.me/79882393938;89882393938;;;;;
8289;viber.click/79882378900;;;;;;
8290;youtube.com/channel/uc-_ng4hb-yifqkq-gewnzaw;;;;;;
8291;vk.com/sntokskiesady;89263938250;;;;;
8292;ok.ru/group56666491584567;;;;;;
8293;vk.com/zelen_gorod;89212600813,89212600822,89212600815;;Светлогорск, ул. Гагарина	Пионерский, ул. Садова	Зеленоградск, ул. Ткаченко;Россельхозбанк	Сбербанк	ВТБ;;
8294;youtube.com/channel/ucna8u8ophznvna2lpzohazg;;;;;;
8295;youtube.com/channel/ucmpl8x7hcs3hutj2hdihlva;;;;;;
8296;vk.com/ekinvst;89885201020,88612989145;;Краснодар, ул. Круговая	Краснодар, ул. Шоссе;;;
8297;vk.com/public211024058;89500079007;;;;;
8298;sds-finance.ru/projects/897591_venecij-3;;;;;;
8299;youtube.com/channel/ucxacrtbyblf-nl8j2nnun-a?view_as=subscriber;;;;;;
8300;spbkvartira.ru/projects/2;;;;;;
8301;viber.click/79632575768;;;;;;
8302;wa.me/79632575768;89632575768;;;;;
8303;vk.com/public213144535;84957284534,84959976006;;;;;
8304;wa.me/79151303248;;;;;;
8305;youtube.com/channel/uchx6ub5mcr-4ezmozv7kmew;;;;;;
8306;aovm.ru/1-j-kirpichnyj-pereulok;84955518328;;Москва, улица Измайловский	Москва, улица Ибрагимова;;;
8307;vk.com/an_baltros;88127777077;;;;;
8308;vk.com/tvoysklad24;88126141321;;;;;
8309;youtube.com/channel/ucldtsnomwbmmypw5igk0xza;;;;;;
8310;vk.com/club116240457;89279423303,80000008967,89373085606,89378497677;maloetagstr@yandex.ru;;;;
8311;t.me/aristovopark;;;;;;
8312;wa.me/79295249895;89295249895;;;;;
8313;vk.com/primeestategroup;88129826894;;;;;
8314;wa.me/79642181020;89642181020;;;;;
8315;viber.click/79642181020;;;;;;
8316;t.me/bielohome_marbella;;;;;;
8317;youtube.com/channel/uccvv239swj5rfw15cnm54zg;;;;;;
8318;youtube.com/channel/uc0xioovmzlmr5gc_z27hewa;;;;;;
8319;wa.me/79280102626;89280102626;;;;;
8320;vk.com/anapa_vg;88001001389;info@vg-anapa.ru;;;;
8321;t.me/dialognedvijspb;89219051277;;;;;
8322;vk.com/dialogpetersburg;89219051277;;;;;
8323;wa.me/79219051277;89219051277;;;;;
8324;aovm.ru/odesskaya-ulica;84955518328;;Москва, улица Каховка;;;
8325;youtube.com/user/ksmkirov;;;;;;
8326;vk.com/ksmkirovgroup;;;;;;
8327;t.me/+79159561234;89159561234;;;;;
8328;viber.click/79159561234;;;;;;
8329;wa.me/79159561234;89159561234;;;;;
8330;ok.ru/group/55116860489835;;;;;;
8331;t.me/+79276688577;89276688577;;;;;
8332;youtube.com/channel/ucm4eg1i58hqsh23jk6w8k5w;;;;;;
8333;vk.com/prostor21cheb;89276688577,89196735072,89170660714,89674734547,89033587172;evsivanova@sberbank.ru;;Специализированный застройщик 	СЗ 	Альтернатива;;
8334;wa.me/79201154275;89201154275;;;;;
8335;jsk-ng.ru/object?object_id=6;;info@JSK-NG.ru;Махачкала, ул. Абубакарова;;;
8336;t.me/arbosever;;;;;;
8337;vk.com/arbosever;89314004415;;;;;
8338;viber.click/79314004415;;;;;;
8339;wa.me/9213533999;;;;;;
8340;vk.com/perspektiva24_spb;;;;;;
8341;viber.click/79052122482;;;;;;
8342;ok.ru/perspektiva24spb;;;;;;
8343;wa.me/79052122482;89052122482;;;;;
8344;wa.me/89168530473;89168530473;;;;;
8345;ok.ru/sova72;;;;;;
8346;vk.com/sova72.rielt;;;;;;
8347;vk.com/uk_tvoy_dom_penza;;;;;;
8348;t.me/pereplan_kom;84952551007;;;;;
8349;t.me/kvartira_spb_aleks_seleznev;;;;;;
8350;vk.com/aleks_seleznev;;;;;;
8351;wa.me/79882388144;;;;;;
8352;viber.click/79113290099;;;;;;
8353;t.me/prokvartiry;;;;;;
8354;vk.com/prokvartiry;89113074767,89113290099;;Химки, ул. Молодежная;;;
8355;ok.ru/prokvartiry;;;;;;
8356;ok.ru/group/53375751291100;;;;;;
8357;wa.me/79113290099;89113290099;;;;;
8358;aovm.ru/1-ya-zheleznogorskaya-ulica;84955518328;;Москва, улица Горчакова	Москва, улица Адмирала;;;
8359;youtube.com/channel/uc8x3-3pepqaof8x9ctmnqyq;;;;;;
8360;t.me/serg585;;;;;;
8361;wa.me/89002485151;89002485151;;;;;
8362;youtube.com/channel/ucjs4vnctdzp5yk2raoegjba;;;;;;
8363;vk.com/id632531508;;;;;;
8364;vk.com/infosila_krd;89002485151;;;;;
8365;youtube.com/channel/ucrf-a7wiobobbxaxetomoqq?app=desktop;;;;;;
8366;vk.com/shalyapindom;88435282010;;;;;
8367;vk.com/istra_dolina;84993703858,84954807602;;;;;
8368;youtube.com/channel/uci8wnyar5w_nn3mtcigekga;;;;;;
8369;ok.ru/zapovedniy.tomsk;;;;;;
8370;vk.com/zapovedniy_tomsk;89521780677;;Коларово, ул.Кооперативная;;;
8371;t.me/zapovedniy_tomsk;;;;;;
8372;kvsspb.ru/obekty/zhk-zhili-byli;88126455555;sales@kvsspb.ru;Лесная, ул. Грибалёвой;;;
8373;fisher-poselok.ru;89255665978,84951724409;info@fisher-poselok.ru,welcome@fisher-poselok.ru;;;;
8374;ok.ru/group/55553000865802;89137867373;;;ВК;;
8375;csib.info;;;;;;
8376;csib54.ru/raduga-sibiri/?utm_campaign=yabs&utm_medium=cpc&utm_source=yandex_maps_main;83832100103;;;;;
8377;vk.com/csib_ru;;;;;;
8378;youtube.com/watch?v=pavbah1o2o0;;;;;;
8379;istra.kadastrus.ru;84994907495;istra@kadastrus.ru;Истра, ул. Главного;;;
8380;kadastrus.ru;84994907495,87777777777;info@kadastrus.ru;;;;
8381;vk.com/public209179151;84994907495;;;;;
8382;donland.ru;88632035782,88632346181,88632955359,88632035781,88632405849,88632539576,88632323838,88001007010,88632442342;mintrans@donland.ru,rstf@russianhighways.ru;Крым, ул. Октябрьская	Ростов-на-Дону, ул. Малюгиной	Агрофеновка, ул. Просвещенная	Ростов-на-Дону, ул. Зорге	Кагальник, ул. Береговая	Ростов-на-Дону, ул. Нижегородская	Каменоломни, ул. Крупской	Сулин, ул. Российская	Ростов-на-Дону, ул. Большая	Ростов-на-Дону, ул.Социалистическая	Листопадов, ул. Центральная	Азов, улица Привокзальная	Петровка, ул. Южная	Калинин, ул. Соборная	Ростов-на-Дону, ул. Левобережная	Победы, ул. Ленина	Крым, ул. Первомайская	Ростов-на-Дону, ул. Социалистическая	Ростов-на-Дону, ул. Черепахина	Ростов-на-Дону, ул. Красноармейская;;;
8383;aovm.ru/ulica-solyanka;84955518328;;Москва, улица Покровка;;;
8384;aovm.ru/2-ya-baryshevskaya-ulica;84955518328;;Москва, улица Александры	Москва, улица Горчакова	Москва, улица Адмирала;;;
8385;m9land.ru/villages/busharino-2;;;;;;
8386;abakan.jilfond.ru;83512420109,83832010001,84951092852,89638333090,89628390711,89632010504,89503043113,84964150101,89050052882,88622220001,89632010409,83919369838,83452578122,84733003898,88612421101,84832772829,83912930405,88432536986,89618990401,88122456886;pd@jilfond.ru,cistyakov.i@jilfond.ru,belogorlova.zh@jilfond.ru,shurova.m@jilfond.ru,kuckovskaya.v@jilfond.ru;Абакан, ул. Стофато;;Потылицина Н. В.	Лаптева Н. В.	Катышева Е. В.	Новикова Н. В.	Белогорлова Ж. Б.	Шишлянникова О. М.	Романова Е. В.	Пономаренко Т. Ю.	Сигнаевская А. Г.	Годлевская А. В.;2019101179,2019103585,8019103583,4019101240,2019103536,2019105314,3019101430,2019101922,1019102072,8019103509
8387;wa.me/7923951818;;;;;;
8388;t.me/jilfondrodionova;;;;;;
8389;bon-stroy.ru;89804262832,80281014000,81040000000;info@bon-stroy.ru;Чулково, ул. Почтовая	Чулково, улица Почтовая;;;
8390;edinst.ru/obektyi/zhilaya-nedvizhimost/aktualnaya/river-haus/opisanie;88633082021,88633082020;;;;;
8391;mega.perm.ru/projects/current/dom-kapuchino;;;;;;
8392;rk-gazsetservis.ru/objects/egorievsk;;;;;;
8393;vk.com/rybnik_30;89053606020;;;;;
8394;kvartal1777.ru;88002341177;;Ставрополь, ул. Пирогова;;России В. В.;
8395;na-klubnoy.ru;89047512770,89197944372,89608915673,89177204611,89275328730;akhmedov.av@vtb.ru,privts@yandex.ru,ikobzev@vtb.ru,macheeva.as@vtb.ru;Волгоград, ул. Коммунистическая	Волгоград, ул. Комитетская;Промсвязьбанк;;3444014787
8396;olimpic-park-sale.com;;;;;;
8397;vk.com/olimpicparksale;89604748560,88622955078;ещёolimpic-park-sale@yandex.ru,olimpic-park-sale@yandex.ru;;;;
8398;group-akvilon.ru/objects/akvilontime/akvilontime;88124458663,88182604028,88123411111,88126799572,88006006813,88182603157;salesspb@group-akvilon.ru,client@group-akvilon.ru,akvilon@group-akvilon.ru;Архангельск, ул. Попова	Архангельск, ул.Гагарина;;;
8399;fondkrsk.ru/article/391;;priem@fondkrsk.ru;Красноярск,ул. Молокова	Красноярск, ул. Караульная	Красноярск, ул. Шевченко	Красноярск, ул. Прибойная;;;
8400;sknvek.ru/zhk-%C2%ABengels-siti-3%C2%BB-ul.-pushkina-i-krasnoarmejskaya;;;;;;
8401;viber.click/79787415099;;;;;;
8402;vk.com/vampovezloru;;;;;;
8403;youtube.com/channel/ucfjjcc3asunexmssfrxqjig;;;;;;
8404;kirovskiysnt.ru;89085764091,89511102139,89511102052,89511102396,89511102047,89511102091,83513194216,89511101934,83512195100,89993711412,83513120149,89511102820,80381007221,89511101947,81070000000;sad_kirovskiy@mail.ru,00sad_kirovskiy@mail.ru;Челябинск, ул.Ворошилова;;;7448000912
8405;vk.com/club160306468;83512195100,89085764091;sad_kirovskiy@mail.ru;;;;
8406;anik.ru;88007750494,88043330935;mail@anik.ru;;;;6316040730
8407;youtube.com/channel/ucojnpuiz5ke9mljoduvtxdg;;;;;;
8408;vk.com/anik_coworking;89379876079,88001011421,88462251774,89277808779;;;;;
8409;zemus.ru/page/432.html;89060731661;zemvod@yandex.ru;Москва, улица Арбат;;;
8410;docklands2.ru/plans/korpus13;;;;;;
8411;gefestholding.ru;84991101511,84955743959,84952410091;uksvarog@yandex.ru,vopros@gefestholding.ru,mikoyana@gefestholding.ru,ukveles@inbox.ru,sozvezdie@gefestholding.ru,uksuponevo@mail.ru,katuar@gefestholding.ru,voda-suponevo@mail.ru;Некрасовский, ул. Заводская	Сходня, ул. Первомайская	Москва, ул. Нижегородская	Сходня, ул.Первомайская	Москва, ул. Пречистенка	Сходня, ул. Микояна	Некрасовский, ул.Льва;;;7733009889,7704795660
8412;gefestholding.ru/obekty/ekograd-na-mikoyana/obzor-mikoyana;;vopros@gefestholding.ru;Сходня, ул. Микояна;;;
8413;ibogatyr.ru/catalog/pyatidvore;88432252500,87248725433,83239687842,80281016200;;;;;1655417140
8414;aovm.ru/1-j-obydenskij-pereulok;84955518328;;Москва, улица Остоженка	Москва, улица Большая	Москва, улица Знаменка;;;
8415;zemlyamo.ru;84952089208,84955653055,84952340111,84957683521,84951502049,84951500208,84951521819,84952121020,84951512624,84951274812;inbox@leckom.ru,info1@ruswest.ru,julia@zemlyamo.ru,info@domizblokov.com,villages@rubkoff.ru,info@zemlyamo.ru,dom@holz-house.ru,smirnova@zemlyamo.ru,lilia@zemlyamo.ru,info@aps-dsk.ru,zemlyamo@goodstone.ru;Москва, ул. Гарибальди;;;
8416;zemlyamo.ru/kottedzhnye-poselki/kp-sosnovyy-bereg;84951502049;info@zemlyamo.ru;Москва, ул. Гарибальди;;;
8417;vk.com/krdgrup;89388663588,89288800677;;;;;
8418;wa.me/79284125647;89284125647;;;;;
8419;youtube.com/channel/ucbgyuyer6xa9kg4do0lsx3q;;;;;;
8420;sosnovka.comnedspb.ru;;sosnovka@ya.ru;;;;
8421;aovm.ru/1-ya-ulica-izmajlovskogo-zverinca;84955518328;;;;;
8422;estav.ru;;;;;;
8423;vk.com/nadzor26;;;;;;
8424;ok.ru/nadzor26sk;;;;;;
8425;meta.ltd;89999999999,84952550508,84959260912,87746557670;;Москва, улица Куликовская	Сосенки, ул. Сосновая	Москва, ул. Куликовская;Catnet	МЕТА	Росбанк	Банк ВТБ	Ланит	It Group	B2c	GTD	Консалт	JBR	РИО	АдвоПро	21-vek	Сбербанк	ИТ-ГРАД	ВИАНОР	Адвопро	Ситилинк	Консталт	Гольфстрим	MFood	Мета	МОЭСК	MCG;Савин Т. О.	Савина Т. О.	Леонова С. А.;7727320976
8426;meta.ltd/development/zhedochy;84952550508,84959260912;;;Аврора;;
8427;ukvplus.ru;85657665536,82568712946,85501838977,89385422454,81378072941,85043272752,84410805144,80815588990,81610727960,89199855073,81012919667,83035324025,81819202122,89877671427,87915246396,80279816272,89824557973,84818058309,81152678755,87032905435,89675213313,82761011301,84766555210,81674421482,87474515891,80802509547,82761012381,83536191416,84102055595,88311881187,82843932837,81440772282,89602492458,84599115379,85571231145,80610727960,81766136119,83851402186,87909143979,80381050107,83093674857,82465974132,81456892125,81351194836,86526226016,87793865796,89718637007,81054030000,87364129676,82761010401,86107271061,81231714292,81963510694,83273932901,80160714187,85370771056,85531228395,89992194274,82710609200,83923464797,82964504124,86134244516,89062311279;VuoksaPlus@yandex.ru;;;Кияшов В. М.	Чайковский И. М.;4704081620,2756576655
8428;rosgorproekt.ru;88129475647;gip@rosgorproekt.ru;Санкт-Петербург, улица Пушкинская;;;
8429;vk.com/rosgorproekt;89219475647;;;;;
8430;wa.me/79219475647;;;;;;
8431;aovm.ru/mozhajskoe-shosse;84955518328;;Москва, улица Ивана	Москва, улица Вересаева	Москва, улица Козлова;;;
8432;bereg-as.ru/catalog;89272022000,88462079090;;Самара, ул.Солнечная	Самара, ул. Ерошевского;;;
8433;magnolia-realty.ru;88003331658;info@dra.ru;;;;
8434;liteland.ru/sem-bogatyrey;89060283808;;;;;
8435;holdingask.ru/building03;88124256342;;;;;
8436;ckeverest.ru/zhiloj-kompleks-everest;89625027766;ckeverest@yandex.ru,62-77-66ckeverest@yandex.ru,406ckeverest@yandex.ru;Хабаровск, ул. Кулибина;;;
8437;azariya-shoes.ru;89998488747,89634346098,89536710920;azariya.shoes@yandex.ru;Киров, ул. Павла	Киров, ул. Воровского;;;
8438;vk.com/azaria_kirov;89998488747,80281080000,89128260899,81010000000,89128260988;sotr.azariya@mail.ru;Киров, ул. Павла	Киров, ул. Воровского;;;
8439;youtube.com/channel/ucte5xmh5jillz7ubrflwjiw;;;;;;
8440;sfstroi.ru/constructing/stroyashhiesya-obektyi/zastrojka-mikrorajonov-30-31-v-g.lipecke;;oaosfs@mail.ru;;;;
8441;vk.com/club216360677;89200163342,89276705050;;;;;
8442;aovm.ru/pushechnaya-ulica;84955518328;;Москва, улица Кузнецкий	Москва, улица Покровка	Москва, улица Большая	Москва, улица Петровка;;;
8443;youtube.com/channel/ucgtkw3dqvvcvgjuhqiwg5zg;;;;;;
8444;ok.ru/strana2020;;;;;;
8445;vk.com/strana2020;;;;;;
8446;aovm.ru/11-ya-ulica-tekstilshchikov;84955518328;;Москва, улица Юных	Москва, улица Артюхиной;;;
8447;t.me/+79611111333;89611111333;;;;;
8448;wa.me/79611111333;89611111333;;;;;
8449;viber.click/79611111333;;;;;;
8450;viber.click/79258803077;;;;;;
8451;wa.me/79258803077;89258803077;;;;;
8452;aovm.ru/ulica-fridriha-ehngelsa;84955518328;;;;;
8453;aovm.ru/strojkovskaya-ulica;84955518328;;Москва, улица Талалихина;;;
8454;osnova-house.ru;86658023353,83433111611,83433009461;info@osnova-house.ru;;ФОРТИС;;6671084747
8455;aovm.ru/barrikadnaya-ulica;84955518328;;Москва, улица Новый	Москва, улица Красная;;;
8456;dalnie-dachi.ru;84952340005,89651793509,89685608586;info@dalnie-dachi.ru;;;;
8457;dalnie-dachi.ru/poselki/lesnye-ozera;84952340005,89637683005;info@dalnie-dachi.ru;;;;
8458;aovm.ru/starovatutinskij-proezd;84955518328;;Москва, улица Лётчика	Москва, улица Коминтерна	Москва, улица Менжинского;;;
8459;retailinvestor.ru;85190010379,81060000000,84951288737,80281083224;info@retailinvestor.ru;;АЛЬФА-БАНК;;5190074705
8460;prostor-spb.ru/landsell/usadba-v-petergofe.html;88125096044;;;;;
8461;activ2003.ru;83432014114,83433644667,83433828232;activstroyservis@yandex.ru;Березовский, ул.Новая	Пышма, ул.Машиностроителей	Березовский, ул.Восточная	Екатеринбург, ул. Николая	Пышма, ул. Кривоусова	Пышма, ул. Красноармейская;;;
8462;vk.com/eurasiadom;83433003146;;;Центр новостроект ;;
8463;sntsevbor.ru;84734023544,84734021053,89056574111,81060000000,84734021652,80381021300,89103419776,88005555550,89531197846;sntsevbor@mail.ru;;;;3625003219
8464;vk.com/stavropol_atmos;89682665255,80000001062;;;;;
8465;wa.me/79682665255;;;;;;
8466;l1-stroy.ru/gk-shakespeare;88005050535,88123053355;;Просвещения, ул. Руднева;;;7805198469
8467;tukay71.ru;88122481081,88007001081,84950331081;info@timeweb.ru;Санкт-Петербург, улица Заставская;;;
8468;uipdv.ru/objects/1;;;;;;
8469;aovm.ru/5-ya-ulica-yamskogo-polya;84955518328;;Москва, улица Правды	Москва, улица Бутырский;;;
8470;litvinovo-park.ru;89167098080;;;;;
8471;uno.moscow/golovinskie-prudy;;;;;;
8472;youtube.com/@gk-osnova;;;;;;
8473;lesstr.ru/kopiya-zhk-dubl-1;;;;;;
8474;zk-lygovoe.ru;88124484730;info@zk-lygovoe.ru;;;;
8475;okor.vologda.ru;;adminis1209@mail.ru,okor2607@mail.ru;Вологда, ул.Ленинградская	Вологда, ул. Ленинградская;;;
